SMILES,T(k),P(Mpa),x1,y1,ESP_max_pos,ESP_max_neg,r_peak,g_peak,SDF_folder,solvent_type
CCC(C)CO,323.2,4.388,0.2519,0.9827,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,323.2,5.341,0.3142,0.9844,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,323.2,6.258,0.4246,0.989,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,323.2,7.272,0.5482,0.9912,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,323.2,7.679,0.5949,0.9915,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,323.2,8.407,0.7008,0.9921,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,323.2,8.772,0.7691,0.9927,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,323.2,9.034,0.8212,0.9913,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,332.1,7.68,0.5356,0.9951,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,332.1,8.703,0.6351,0.9882,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,332.1,9.253,0.6937,0.9869,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,332.1,9.572,0.7421,0.984,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,332.1,9.973,0.8087,0.9603,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,332.1,10.212,0.8468,0.9615,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,332.1,10.405,0.8938,0.9664,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,332.1,10.483,0.9426,0.9489,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,332.1,10.489,0.9459,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,2.255,0.096,0.9687,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,3.022,0.1492,0.9699,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,4.132,0.2171,0.9855,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,5.18,0.2901,0.9834,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,5.738,0.317,0.9845,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,6.445,0.3667,0.9893,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,7.536,0.4539,0.9924,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,8.523,0.5539,0.9931,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,9.818,0.6798,0.9916,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,333.2,10.587,0.7841,0.9916,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,5.177,0.2622,0.9751,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,7.069,0.3512,0.9756,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,8.463,0.4256,0.9734,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,10.728,0.5422,0.9674,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,12.279,0.6325,0.9516,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,14.098,0.7449,0.9229,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,14.532,0.8007,0.8959,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,14.616,0.8229,0.8776,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,14.629,0.8376,0.8734,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,374.15,14.637,0.8555,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,3.383,0.163,0.9502,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,4.954,0.236,0.9501,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,6.635,0.3118,0.9532,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,8.306,0.3898,0.9505,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,9.798,0.4446,0.9479,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,11.355,0.5128,0.9408,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,12.829,0.5852,0.9297,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,13.946,0.6432,0.9154,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,15.002,0.7135,0.9001,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,15.409,0.7484,0.8783,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,15.505,0.7625,0.86,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,15.586,0.7805,0.85,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,15.619,0.7943,0.8383,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,397.56,15.632,0.818,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,2.122,0.088,0.8172,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,3.551,0.1496,0.868,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,5.275,0.2239,0.8881,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,7.111,0.2997,0.8967,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,8.779,0.372,0.8999,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,10.346,0.4404,0.8949,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,11.927,0.5105,0.8838,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,13.643,0.5736,0.8653,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,14.881,0.6394,0.8412,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,15.278,0.6733,0.8156,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,15.499,0.7069,0.7871,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,15.542,0.7233,0.7639,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,15.549,0.7289,0.7489,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,431.78,15.563,0.7384,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCC(=O)OC,243.15,0.304,0.2407,0.99989,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,243.15,0.502,0.3946,0.99994,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,243.15,0.597,0.4667,0.99996,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,243.15,0.702,0.5459,0.99997,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,243.15,0.801,0.6141,0.99997,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,243.15,1.003,0.7478,0.99999,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,253.15,0.406,0.2418,0.99975,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,253.15,0.601,0.339,0.99981,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,253.15,0.802,0.4476,0.99988,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,253.15,1.002,0.5485,0.99993,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,253.15,1.303,0.7034,0.99996,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,253.15,1.605,0.8561,0.99998,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,263.15,0.499,0.2243,0.99969,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,263.15,0.798,0.3482,0.9998,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,263.15,1.105,0.4706,0.99986,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,263.15,1.397,0.5809,0.99989,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,263.15,1.702,0.6949,0.99992,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,263.15,2.003,0.8013,0.99994,12.91,-36.64,NaN,NaN,NaN,ester
CCCC(=O)OC,263.15,2.306,0.8984,0.99996,12.91,-36.64,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,308.15,1.48,0.2238,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,308.15,2.859,0.3843,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,308.15,3.549,0.4687,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,308.15,4.238,0.5424,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,308.15,4.928,0.6108,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,308.15,5.617,0.6822,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,308.15,6.307,0.7406,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,308.15,6.996,0.7944,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,318.15,1.48,0.1993,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,318.15,2.859,0.3467,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,318.15,3.549,0.4222,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,318.15,4.238,0.4826,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,318.15,4.928,0.5373,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,318.15,5.617,0.59,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,318.15,7.065,0.7073,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,318.15,8.306,0.7804,0.9997,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,328.15,1.48,0.175,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,328.15,2.859,0.3133,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,328.15,3.549,0.3775,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,328.15,4.238,0.4263,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,328.15,5.6,0.5351,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,328.15,7.082,0.6444,0.9999,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,328.15,8.444,0.7145,0.9997,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,328.15,9.185,0.7443,0.9995,NaN,NaN,NaN,NaN,NaN,ester
CCCCCCCCCCCC(=O)OCC,328.15,10.099,0.7926,0.9988,NaN,NaN,NaN,NaN,NaN,ester
CCCCCO,288.15,0.0942,0.0023,0.0014,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,1.6728,0.041,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,0.2183,0.0054,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,1.963,0.0481,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,0.4355,0.0107,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,2.3775,0.0583,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,0.6175,0.0151,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,2.6941,0.066,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,0.9188,0.0225,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,2.9316,0.0719,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,1.2089,0.0296,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,288.15,3.3228,0.0814,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,293.15,0.52,0.0358,0.9924,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,293.15,0.98,0.0738,0.996,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,293.15,1.97,0.1572,0.9986,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,293.15,2.92,0.2486,0.9989,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,293.15,4.2,0.3832,0.9988,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,293.15,4.74,0.4583,0.9988,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,293.15,5.23,0.596,0.9986,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,293.15,5.42,0.7457,0.998,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,293.15,5.45,0.7641,0.998,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,0.1712,0.0036,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,2.4375,0.0511,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,0.3612,0.0076,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,2.9163,0.0612,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,0.7228,0.0152,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,3.3672,0.0706,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,1.1032,0.0231,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,3.7089,0.0778,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,1.5316,0.0321,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,4.2144,0.0884,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,298.15,1.9941,0.0418,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303,1.05,0.07,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303,2.03,0.14,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303,3.22,0.217,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303,4.1,0.304,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303,4.97,0.384,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,0.6,0.0394,0.9928,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,1,0.0668,0.9962,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,2.03,0.1504,0.998,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,3,0.2293,0.9986,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,4.09,0.299,0.9988,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,4.7,0.3668,0.9986,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,5.78,0.4843,0.9982,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,6.27,0.5509,0.9968,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,6.74,0.8463,0.9945,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,303.15,6.75,0.8471,0.9946,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,0.2417,0.0045,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,2.9103,0.0542,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,0.5708,0.0106,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,3.3722,0.0628,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,0.9367,0.0174,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,3.6361,0.0677,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,1.3913,0.0259,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,3.9718,0.074,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,1.7435,0.0325,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,4.2429,0.079,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,2.2994,0.0428,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,4.6175,0.086,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,2.6531,0.0494,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,308.15,5.0354,0.0938,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313,1.81,0.104,0.977,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313,3,0.187,0.981,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313,4.09,0.263,0.982,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313,5.27,0.34,0.985,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313,6.29,0.423,0.992,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313,6.75,0.477,0.992,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313,7.6,0.57,0.993,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313,8.15,0.683,0.998,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313,8.39,0.76,0.995,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313.22,2.144,0.1294,0.9981,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313.22,3.541,0.2204,0.9982,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313.22,3.823,0.2354,0.9982,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313.22,5.325,0.3409,0.9977,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313.22,6.383,0.4311,0.9973,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313.22,7.508,0.5847,0.9952,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,313.22,8.063,0.8543,0.9916,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,316.15,0.51,0.0278,0.9883,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,316.15,1.25,0.0782,0.9937,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,316.15,2.29,0.1301,0.9969,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,316.15,3.23,0.2008,0.9975,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,316.15,4.3,0.2654,0.9975,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,316.15,5.31,0.3328,0.9975,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,316.15,6.28,0.4089,0.9969,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,316.15,7.32,0.4823,0.9959,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,0.1461,0.0024,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,3.2564,0.0537,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,0.4555,0.0075,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,3.6919,0.0608,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,0.8213,0.0135,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,4.0725,0.0671,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,1.2942,0.0213,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,4.4036,0.0726,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,1.6103,0.0265,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,4.8601,0.0801,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,2.1505,0.0354,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,5.2996,0.0873,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,2.4781,0.0408,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,5.7898,0.0954,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,318.15,2.9077,0.0479,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,1.82,0.091,0.974,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,2.29,0.119,0.982,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,2.96,0.149,0.984,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,4.27,0.222,0.986,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,5.22,0.282,0.991,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,6.01,0.339,0.992,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,7,0.412,0.992,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,8.15,0.51,0.994,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,9.13,0.606,0.996,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,9.6,0.673,0.992,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323,10.01,0.755,0.993,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323.1,0.92,0.047,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323.1,1.92,0.098,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323.1,2.94,0.151,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323.1,3.99,0.223,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323.1,5.1,0.288,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,323.1,6.25,0.374,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,2.4,0.102,0.968,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,3.37,0.159,0.975,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,4.26,0.211,0.983,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,5.3,0.261,0.987,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,6.32,0.333,0.989,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,7.29,0.385,0.992,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,7.81,0.42,0.991,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,9.18,0.515,0.993,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,10.29,0.611,0.993,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,11.21,0.703,0.994,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333,11.72,0.744,0.989,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,0.59,0.0383,0.9889,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,1.41,0.0725,0.9905,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,2.65,0.1388,0.9926,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,3.38,0.182,0.9935,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,4.55,0.2365,0.9931,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,5.88,0.3144,0.9932,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,7.34,0.3927,0.9919,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,8.48,0.4638,0.9903,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,9.75,0.5507,0.9875,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,333.15,10.67,0.6208,0.9836,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,363.17,3.093,0.1186,0.9807,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,363.17,5.132,0.1985,0.9823,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,363.17,6.986,0.2821,0.9816,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,363.17,8.95,0.3623,0.9803,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,363.17,11.182,0.4604,0.9719,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,363.17,12.975,0.5637,0.9578,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,363.17,14.143,0.6867,0.9359,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,363.17,14.402,0.7105,0.9175,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCCO,363.17,14.895,0.7597,0.8798,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,0.1273,0.0123,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,1.7637,0.171,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,0.3534,0.0343,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,1.9866,0.1926,0.0004,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,0.6283,0.0609,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,2.1898,0.2124,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,0.8715,0.0845,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,2.4667,0.2392,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,1.0026,0.0972,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,2.8258,0.274,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,1.3175,0.1278,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,3.2522,0.3154,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,1.5307,0.1484,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,288.15,3.7473,0.3634,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,0.1747,0.0142,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,2.4426,0.1984,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
