SMILES,T(k),P(Mpa),x1,y1,ESP_max_pos,ESP_max_neg,r_peak,g_peak,SDF_folder,solvent_type
CCOCCO,308.15,3.7898,0.3597,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,1.3165,0.1249,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,4.1335,0.3923,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,1.7226,0.1635,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,4.5842,0.4351,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,2.1147,0.2007,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,5.0933,0.4834,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,2.519,0.2391,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,1.4,0.11,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,2.14,0.177,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,2.89,0.238,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,3.51,0.295,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,4.26,0.367,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,5.12,0.444,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,5.97,0.525,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,7.07,0.686,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,7.54,0.764,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,7.79,0.845,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,313.2,7.87,0.881,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,0.1985,0.0162,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,3.0922,0.2525,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,0.4873,0.0398,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,3.4198,0.2793,0.0004,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,0.9539,0.0779,0.0014,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,3.8874,0.3175,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,1.3764,0.1124,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,4.2196,0.3446,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,1.7962,0.1467,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,4.6508,0.3798,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,2.1007,0.1716,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,5.1077,0.4171,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,2.587,0.2113,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,318.15,5.5651,0.4545,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,2.06,0.14,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,2.67,0.186,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,3.31,0.234,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,3.85,0.273,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,4.49,0.319,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,5.09,0.368,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,5.68,0.42,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,6.29,0.478,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,6.94,0.529,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,7.52,0.6,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,8.02,0.676,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,8.53,0.755,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,320.2,8.83,0.852,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,323.3,1.29,0.0885,0.9997,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,323.3,2.76,0.1802,0.9998,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,323.3,4.35,0.2889,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,323.3,5.88,0.4134,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,323.3,7.35,0.5587,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,323.3,8.95,0.8134,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,323.3,9.29,0.9289,0.9815,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,323.3,9.31,0.9451,0.9778,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,323.3,9.34,0.969,0.975,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,1.53,0.098,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,2.27,0.142,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,3.15,0.201,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,3.93,0.251,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,4.68,0.291,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,5.45,0.348,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,6.24,0.404,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,7.01,0.457,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,7.81,0.522,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,8.54,0.592,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,9.37,0.692,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,9.58,0.724,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,328.2,9.88,0.787,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,1.58,0.098,0.9997,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,2.97,0.1781,0.9998,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,4.57,0.2834,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,6.44,0.4077,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,7.63,0.513,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,8.68,0.617,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,9.64,0.7673,0.9868,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,10.03,0.853,0.9793,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,10.15,0.8838,0.9741,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,10.26,0.9241,0.9611,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,330,10.31,0.9361,0.9531,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,0.36,0.0788,0.9995,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,2.86,0.158,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,4.48,0.2477,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,6,0.3417,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,7.38,0.4368,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,9.03,0.5695,0.9899,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,10.26,0.7019,0.9853,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,10.8,0.7798,0.9775,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,11.09,0.8412,0.9665,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,11.24,0.8759,0.9551,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,337.15,11.28,0.9043,0.9459,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,1.96,0.1026,0.9996,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,3.46,0.1753,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,4.86,0.2489,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,6.52,0.3411,0.9928,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,8.02,0.4381,0.9914,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,9.43,0.5321,0.9883,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,10.67,0.6379,0.9814,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,11.59,0.7365,0.975,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,12.19,0.9342,0.9499,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,12.31,0.8723,0.9331,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,344.1,12.37,0.8944,0.9052,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCOCC,313.15,1.2,0.1724,0.9927,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,313.15,1.77,0.2597,0.9933,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,313.15,2.47,0.3444,0.9923,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,313.15,2.9,0.3907,0.9986,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,313.15,3.8,0.4931,0.9951,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,313.15,4.43,0.5588,0.9899,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,313.15,5.32,0.6379,0.9925,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,313.15,5.92,0.6961,0.9894,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,313.15,6.86,0.7885,0.9825,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,313.15,8.06,0.8741,0.9789,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,1.67,0.1913,0.9918,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,2.74,0.3084,0.9987,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,3.17,0.3558,0.9925,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,3.56,0.3948,0.9917,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,4.11,0.4361,0.9894,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,5.73,0.5593,0.9905,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,6.58,0.6251,0.9937,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,7.13,0.6687,0.9979,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,7.88,0.7245,0.9954,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,323.15,9.1,0.8003,0.9988,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,1.83,0.1937,0.9889,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,2.16,0.2265,0.9891,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,2.75,0.2818,0.9937,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,2.92,0.3139,0.9954,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,3.25,0.3453,0.9989,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,3.72,0.3759,0.9888,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,4.14,0.4073,0.9994,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,4.55,0.4458,0.9979,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,5.73,0.5381,0.9987,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,6.5,0.5776,0.9894,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,7.05,0.6153,0.9892,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,7.71,0.6621,0.9905,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,8.61,0.7184,0.9981,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,9.88,0.8008,0.9883,NaN,NaN,NaN,NaN,NaN,ether
CCOCCOCC,333.15,10.41,0.8413,0.9951,NaN,NaN,NaN,NaN,NaN,ether
CO,243.15,0.31,0.0936,0.998804,NaN,NaN,NaN,NaN,NaN,alcohol
CO,243.15,0.399,0.1221,0.999062,NaN,NaN,NaN,NaN,NaN,alcohol
CO,243.15,0.5,0.1467,0.999244,NaN,NaN,NaN,NaN,NaN,alcohol
CO,243.15,0.592,0.1838,0.999359,NaN,NaN,NaN,NaN,NaN,alcohol
CO,243.15,0.807,0.2423,0.999528,NaN,NaN,NaN,NaN,NaN,alcohol
CO,243.15,0.886,0.2663,0.999584,NaN,NaN,NaN,NaN,NaN,alcohol
CO,243.15,0.99,0.3243,0.99966,NaN,NaN,NaN,NaN,NaN,alcohol
CO,243.15,1.103,0.4286,0.99969,NaN,NaN,NaN,NaN,NaN,alcohol
CO,243.15,1.2,0.4952,0.999726,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,0.41,0.0866,0.997728,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,0.507,0.1165,0.998361,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,0.607,0.1468,0.998647,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,0.708,0.1794,0.998855,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,0.813,0.2179,0.999088,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,0.909,0.2439,0.999163,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,1.01,0.2629,0.999212,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,1.098,0.314,0.999267,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,1.218,0.3595,0.999424,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,1.313,0.4279,0.999468,NaN,NaN,NaN,NaN,NaN,alcohol
CO,248.15,1.398,0.4824,0.999522,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,0.1324,0.0114,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,0.3269,0.0282,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,0.5038,0.0435,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,0.8643,0.0746,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,1.162,0.1003,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,1.7874,0.1543,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,2.1351,0.1843,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,2.5806,0.2228,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,2.9347,0.2534,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,288.15,3.0854,0.2664,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,0.2213,0.0163,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,0.3998,0.0294,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,0.5446,0.04,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,0.7742,0.0568,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,0.9623,0.0706,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,1.2869,0.0945,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,1.5535,0.1141,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,1.9685,0.1445,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,2.3634,0.1735,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,2.7921,0.205,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,3.1538,0.2315,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,3.6043,0.2646,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,3.9219,0.2879,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,298.15,4.3365,0.3185,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,0.2365,0.0146,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,0.4219,0.026,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,0.6043,0.0373,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,0.8538,0.0527,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,1.0792,0.0666,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,1.3634,0.0842,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,1.5685,0.0968,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,1.7017,0.1051,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,1.9535,0.1206,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,2.1869,0.135,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,2.3623,0.1458,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,2.6742,0.1651,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,2.9446,0.1818,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,3.2998,0.2037,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,3.5213,0.2174,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,3.8213,0.2359,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,4.0065,0.2474,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,4.3878,0.2709,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,4.692,0.2897,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,4.9101,0.3031,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,308.15,5.0412,0.3112,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,0.1236,0.0062,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,0.3421,0.0172,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,0.5604,0.0282,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,0.7538,0.0379,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,1.1279,0.0567,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,1.4363,0.0722,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,1.6885,0.0849,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,1.9701,0.099,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,2.2535,0.1132,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,2.4986,0.1256,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,2.7362,0.1375,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,2.9274,0.1471,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,3.2446,0.1631,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,3.5199,0.1769,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,3.7213,0.187,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,3.9821,0.2001,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,4.2265,0.2124,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,4.5387,0.2281,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,4.8692,0.2447,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,5.041,0.2533,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,5.2712,0.2649,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CO,318.15,5.5761,0.2802,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
COC(=O)C1=CC=CC=C1O,308.15,1.515,0.1097,0.9998,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,308.15,2.954,0.2076,0.9998,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,308.15,4.238,0.3304,0.9997,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,308.15,5.59,0.4374,0.9997,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,308.15,6.979,0.5704,0.9996,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,308.15,8.375,0.6825,0.999,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,318.15,1.567,0.0954,0.9996,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,318.15,2.91,0.1887,0.9996,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,318.15,4.324,0.2807,0.9996,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,318.15,5.6,0.376,0.9995,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,318.15,6.858,0.4577,0.9995,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,318.15,8.272,0.5508,0.9994,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,318.15,9.961,0.6387,0.9963,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,318.15,11.236,0.6787,0.9921,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,328.15,1.549,0.0878,0.9997,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,328.15,2.859,0.1635,0.9997,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,328.15,4.238,0.2437,0.9996,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,328.15,5.634,0.3199,0.9996,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,328.15,6.961,0.4057,0.9994,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,328.15,9.34,0.5124,0.999,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,328.15,10.064,0.5429,0.9987,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,328.15,12.098,0.6341,0.9949,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)C1=CC=CC=C1O,328.15,13.201,0.6657,0.9868,NaN,NaN,NaN,NaN,NaN,aromatic
COC(=O)OC,280.7,0.0742,0.0209,0.0012,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,1.0921,0.2786,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,0.1883,0.0528,0.0012,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,1.4123,0.3532,0.001,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,0.3355,0.0912,0.001,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,1.7476,0.429,0.001,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,0.4175,0.1123,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,2.0778,0.4967,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,0.7188,0.1883,0.0009,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,2.3099,0.5457,0.0009,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,280.7,0.9089,0.2351,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,0.2396,0.0539,0.0014,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,1.9413,0.4025,0.001,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,0.8032,0.1738,0.0012,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,2.2316,0.4502,0.0009,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,1.1015,0.2346,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,2.5228,0.5061,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,1.3728,0.2955,0.0012,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,2.712,0.5374,0.0009,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,1.563,0.3331,0.0012,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,3.1323,0.6015,0.0009,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,1.7752,0.3746,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,289.49,3.6126,0.6734,0.0009,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,0.0736,0.014,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,2.1464,0.3615,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,0.2799,0.0519,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,2.4596,0.4091,0.0009,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,0.6015,0.1094,0.001,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,3.0753,0.4942,0.0012,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,0.8768,0.1573,0.0009,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,3.6219,0.5688,0.0009,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,1.2793,0.225,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,4.4587,0.6701,0.0011,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,298.47,1.6698,0.2877,0.001,NaN,NaN,NaN,NaN,NaN,ester
COC(=O)OC,307.84,0.1947,0.0323,0.001,NaN,NaN,NaN,NaN,NaN,ester
